Date/Time:;RENDIMIENTO MOLINO PRIMARIO 1 (Ton/h);AMPERAJE MOTOR MP1;AMPERAJE DE BOMBA;AMPERAJE DE BOMBA2
1/01/2022 1:18;13,254082;-0,079844;0;0
1/01/2022 2:18;13,370875;0,605866;0;0
1/01/2022 3:18;13,243285;-0,103404;0;0
1/01/2022 4:18;13,207954;0,647741;0;0
1/01/2022 5:18;13,267821;0,166168;0;0
1/01/2022 6:18;13,205007;0,757665;0;0
1/01/2022 7:18;13,242303;-1,137207;0;0
1/01/2022 8:18;13,272729;0,05363;0;0
1/01/2022 9:18;13,418967;-1,01943;0;0
1/01/2022 10:18;13,292358;0,503794;0;0
1/01/2022 11:18;13,356153;-0,624227;0;0
1/01/2022 12:18;13,20599;0,451452;0;0
1/01/2022 13:18;13,217769;0,228978;0;0
1/01/2022 14:18;13,123548;0,283946;0;0
1/01/2022 15:18;13,168694;0,320592;0;0
1/01/2022 16:18;12,994977;0,731491;0;0
1/01/2022 17:18;64,981766;204,7175;0;60,666668
1/01/2022 18:18;64,98471;197,64839;0;68,333336
1/01/2022 19:18;65,170204;198,52779;0;62,666668
1/01/2022 20:18;65,203575;198,4231;0;69,333336
1/01/2022 21:18;65,419495;202,05055;0;66,666664
1/01/2022 22:18;65,14371;198,9256;0;72,333336
1/01/2022 23:18;65,08188;196,52562;0;70,666664
2/01/2022 0:18;70,02842;196,63553;0;62,333332
2/01/2022 1:18;69,83605;199,71077;0;61,666668
2/01/2022 2:18;69,82427;205,15196;0;73,333336
2/01/2022 3:18;69,256996;204,31706;0;71
2/01/2022 4:18;69,93322;210,83133;0;71,333336
2/01/2022 5:18;69,402245;202,27303;0;61
2/01/2022 6:18;70,09614;208,4732;0;61,333332
2/01/2022 7:18;70,14914;220,69301;0;69,666664
2/01/2022 8:18;59,959652;199,14806;0;60
2/01/2022 9:18;59,521923;201,86736;0;64,333336
2/01/2022 10:18;60,14024;200,62418;0;61
2/01/2022 11:18;60,128464;198,58012;0;63,333332
2/01/2022 12:18;15,09922;0,247309;0;0
2/01/2022 13:18;59,814396;199,59822;0;57,666668
2/01/2022 14:18;59,777103;198,77641;0;57,333332
2/01/2022 15:18;60,43075;194,71188;0;61,666668
2/01/2022 16:18;59,86347;199,4569;0;59,333332
2/01/2022 17:18;60,019524;197,7243;0;60
2/01/2022 18:18;59,712326;200,7943;0;58
2/01/2022 19:18;60,392475;197,78711;0;58,333332
2/01/2022 20:18;59,8831;195,94197;0;58,666668
2/01/2022 21:18;60,022465;196,72975;0;64
2/01/2022 22:18;59,53959;201,11098;0;60
2/01/2022 23:18;59,8301;198,36551;0;60,666668
3/01/2022 0:18;59,90469;197,13019;0;60,666668
3/01/2022 1:18;59,841877;209,46776;0;60,333332
3/01/2022 2:18;59,57492;202,97444;0;62,333332
3/01/2022 3:18;60,36107;215,80666;0;68,666664
3/01/2022 4:18;59,70055;212,64244;0;72,333336
3/01/2022 5:18;59,913525;208,81084;0;61,333332
3/01/2022 6:18;59,81734;196,65385;0;59,333332
3/01/2022 7:18;60,18048;199,16377;0;60,666668
3/01/2022 8:18;59,848747;195,38188;0;58,666668
3/01/2022 9:18;59,8831;199,46475;0;58
3/01/2022 10:18;59,645588;193,71733;0;61,333332
3/01/2022 11:18;59,80458;186,08553;0;59,666668
3/01/2022 12:18;60,24133;193,029;0;62
3/01/2022 13:18;60,48081;203,46909;0;56
3/01/2022 14:18;60,64569;200,7943;0;62,333332
3/01/2022 15:18;60,05093;192,84842;0;62
3/01/2022 16:18;60,183426;195,0652;0;58
3/01/2022 17:18;59,173504;0,383408;0;31
3/01/2022 18:18;59,78888;192,79869;0;59
3/01/2022 19:18;60,11374;197,03596;0;59,333332
3/01/2022 20:18;60,219738;195,89485;0;60
3/01/2022 21:18;59,74275;195,86868;0;59
3/01/2022 22:18;60,150055;193,46085;0;58,333332
3/01/2022 23:18;64,811;192,18887;0;59,666668
4/01/2022 0:18;64,66083;196,21416;0;62,333332
4/01/2022 1:18;65,16923;196,77948;0;62
4/01/2022 2:18;69,791885;195,39758;0;61,666668
4/01/2022 3:18;70,57607;198,87326;0;65,666664
4/01/2022 4:18;55,197624;190,87766;0;56,666668
4/01/2022 5:18;59,61516;195,8713;0;56,333332
4/01/2022 6:18;64,46356;194,7014;0;57,666668
4/01/2022 7:18;64,69125;192,5553;0;57,666668
4/01/2022 8:18;64,853195;196,37904;0;56,666668
4/01/2022 9:18;15,663558;0,299647;0;0
4/01/2022 10:18;15,575227;-0,346802;0;0
4/01/2022 11:18;15,581115;-1,011576;0;0
4/01/2022 12:18;15,519283;0,488088;0;0
4/01/2022 13:18;16,273043;-0,71845;0;0
4/01/2022 14:18;15,905976;0,90685;0;0
4/01/2022 15:18;15,817647;0,414805;0;0
4/01/2022 16:18;65,21437;199,54326;0;55,666668
4/01/2022 17:18;64,97097;199,94893;0;55,666668
4/01/2022 18:18;65,27817;195,82419;0;55,666668
4/01/2022 19:18;64,87577;193,67807;0;56,333332
4/01/2022 20:18;65,100525;192,06064;0;56,333332
4/01/2022 21:18;64,662796;198,11949;0;55,333332
4/01/2022 22:18;64,833565;193,32213;0;56,333332
4/01/2022 23:18;65,16923;197,13019;0;56,666668
5/01/2022 0:18;65,13487;198,3786;0;57,333332
5/01/2022 1:18;64,49104;195,70642;0;57,666668
5/01/2022 2:18;65,10936;196,87631;0;57
5/01/2022 3:18;64,993546;196,34764;0;56,666668
5/01/2022 4:18;65,22615;192,24384;0;56,666668
5/01/2022 5:18;65,11034;195,15419;0;56,666668
5/01/2022 6:18;64,59311;192,58147;0;56,333332
5/01/2022 7:18;64,4086;192,20197;0;56,333332
5/01/2022 8:18;20,005524;178,8463;0;51,333332
5/01/2022 9:18;18,019053;0,527349;0;0
5/01/2022 10:18;17,447847;0,16094;0;0
5/01/2022 11:18;17,574453;0,433126;0;0
5/01/2022 12:18;17,516548;1,540212;0;0
5/01/2022 13:18;17,598011;0,548284;0;0
5/01/2022 14:18;17,433125;0,692235;0;0
5/01/2022 15:18;17,39681;-0,247345;0;0
5/01/2022 16:18;17,212297;0,367701;0;0
5/01/2022 17:18;17,32124;0,45668;0;0
5/01/2022 18:18;17,230944;0,218516;0;0
5/01/2022 19:18;17,083725;0,249924;0;0
5/01/2022 20:18;17,058207;0,07195;0;0
5/01/2022 21:18;16,998339;0,561376;0;0
5/01/2022 22:18;16,974783;0,433131;0;0
5/01/2022 23:18;16,962027;0,137385;0;0
6/01/2022 0:18;16,984598;-0,297078;0;0
6/01/2022 1:18;16,865843;0,422658;0;0
6/01/2022 2:18;16,86388;0,367696;0;0
6/01/2022 3:18;17,16028;0,433131;0;0
6/01/2022 4:18;17,049376;-0,019653;0;0
6/01/2022 5:18;16,998339;0,304881;0;0
6/01/2022 6:18;17,009134;-0,069377;0;0
6/01/2022 7:18;16,945341;-0,145279;0;0
6/01/2022 8:18;17,16715;0,32844;0;0
6/01/2022 9:18;17,026802;-0,095551;0;0
6/01/2022 10:18;17,011097;0,174021;0;0
6/01/2022 11:18;16,902155;0,537811;0;0
6/01/2022 12:18;16,879583;0,210668;0;0
6/01/2022 13:18;16,948286;-0,092926;0;0
6/01/2022 14:18;16,874674;0,919932;0;0
6/01/2022 15:18;16,869768;0,297033;0;0
6/01/2022 16:18;16,806955;0,912079;0;0
6/01/2022 17:18;16,618517;-0,493368;0;0
6/01/2022 18:18;16,557667;0,315353;0;0
6/01/2022 19:18;16,424187;0,967041;0;0
6/01/2022 20:18;16,336836;0,626801;0;0
6/01/2022 21:18;16,328003;-0,506449;0;0
6/01/2022 22:18;17,182854;-0,344182;0;0
6/01/2022 23:18;17,063116;-0,506449;0;0
7/01/2022 0:18;16,972822;0,33106;0;0
7/01/2022 1:18;16,878601;0,456685;0;0
7/01/2022 2:18;16,858973;0,529963;0;0
7/01/2022 3:18;16,881546;-0,626846;0;0
7/01/2022 4:18;16,818731;0,477626;0;0
7/01/2022 5:18;16,811861;-0,16098;0;0
7/01/2022 6:18;16,756899;1,139781;0;0
7/01/2022 7:18;16,74316;0,202815;0;0
7/01/2022 8:18;16,72157;0,273473;0;0
7/01/2022 9:18;16,823639;-0,140045;0;0
7/01/2022 10:18;16,820696;0,516881;0;0
7/01/2022 11:18;16,814808;0,278712;0;0
7/01/2022 12:18;16,775549;-0,365117;0;0
7/01/2022 13:18;16,827566;0,105977;0;0
7/01/2022 14:18;16,90412;0,652974;0;0
7/01/2022 15:18;16,85799;-0,810048;0;0
7/01/2022 16:18;16,81775;-0,265671;0;0
7/01/2022 17:18;16,69605;0,257772;0;0
7/01/2022 18:18;16,603794;0,537816;0;0
7/01/2022 19:18;16,50761;0,422663;0;0
7/01/2022 20:18;16,43891;0,595398;0;0
7/01/2022 21:18;16,450687;0,239456;0;0
7/01/2022 22:18;16,397688;0,469772;0;0
7/01/2022 23:18;16,364319;0,616333;0;0
8/01/2022 0:18;16,404558;-0,215942;0;0
8/01/2022 1:18;16,386892;-0,210709;0;0
8/01/2022 2:18;16,327023;-0,613759;0;0
8/01/2022 3:18;16,294634;0,014369;0;0
8/01/2022 4:18;16,266172;0,380783;0;0
8/01/2022 5:18;16,29169;-0,383448;0;0
8/01/2022 6:18;16,209248;0,283951;0;0
8/01/2022 7:18;16,11012;0,734111;0;0
8/01/2022 8:18;16,117971;0,257772;0;0
8/01/2022 9:18;16,191582;-0,773412;0;0
8/01/2022 10:18;16,126806;0,896378;0;0
8/01/2022 11:18;16,30543;0,174026;0;0
8/01/2022 12:18;5,253245;0,540431;0;0
8/01/2022 13:18;5,221839;-0,242116;0;0
8/01/2022 14:18;5,39752;-0,103404;0;0
8/01/2022 15:18;5,096212;0,626801;0;0
8/01/2022 16:18;4,995121;0,239451;0;0
8/01/2022 17:18;4,907772;0,388636;0;0
8/01/2022 18:18;4,839069;0,6713;0;0
8/01/2022 19:18;10,623776;-0,367737;0;0
8/01/2022 20:18;8,240799;0,519496;0;0
8/01/2022 21:18;8,230002;-0,480281;0;0
8/01/2022 22:18;7,633278;-0,328481;0;0
8/01/2022 23:18;7,52041;0,406957;0;0
9/01/2022 0:18;6,65771;-0,493368;0;0
9/01/2022 1:18;6,368179;0,346761;0;0
9/01/2022 2:18;5,980505;0,016988;0;0
9/01/2022 3:18;5,904933;0,289185;0;0
9/01/2022 4:18;5,879415;0,953954;0;0
9/01/2022 5:18;5,809731;0,45668;0;0
9/01/2022 6:18;5,680178;-0,14266;0;0
9/01/2022 7:18;5,583014;0,425273;0;0
9/01/2022 8:18;6,046261;0,129527;0;0
9/01/2022 9:18;6,214091;0,359843;0;0
9/01/2022 10:18;5,777341;0,265625;0;0
9/01/2022 11:18;5,096211;0,153086;0;0
9/01/2022 12:18;4,858698;1,014155;0;0
9/01/2022 13:18;4,752702;0,409576;0;0
9/01/2022 14:18;4,698721;-0,174067;0;0
9/01/2022 15:18;4,554447;0,132146;0;0
9/01/2022 16:18;4,507337;-0,051056;0;0
9/01/2022 17:18;4,377786;0,71317;0;0
9/01/2022 18:18;4,383675;0,006521;0;0
9/01/2022 19:18;4,303194;0,344142;0;0
9/01/2022 20:18;4,174623;0,663442;0;0
9/01/2022 21:18;4,220753;-0,113871;0;0
9/01/2022 22:18;4,220753;0,456685;0;0
9/01/2022 23:18;4,237437;0,066722;0;0
10/01/2022 0:18;4,149105;0,702698;0;0
10/01/2022 1:18;4,15892;0,354614;0;0
10/01/2022 2:18;4,116718;0,454061;0;0
10/01/2022 3:18;4,091199;-0,048442;0;0
10/01/2022 4:18;4,035255;-0,189768;0;0
10/01/2022 5:18;3,887057;0,401723;0;0
10/01/2022 6:18;3,822281;-0,082464;0;0
10/01/2022 7:18;3,745726;-0,037969;0;0
10/01/2022 8:18;3,935148;0,090271;0;0
10/01/2022 9:18;4,143217;0,516881;0;0
10/01/2022 10:18;4,250196;0,056249;0;0
10/01/2022 11:18;4,144198;0,388636;0;0
10/01/2022 12:18;4,344416;-0,066757;0;0
10/01/2022 13:18;4,148125;-0,310165;0;0
10/01/2022 14:18;4,052923;0,506414;0;0
10/01/2022 15:18;3,966554;0,00914;0;0
10/01/2022 16:18;3,751615;0,571843;0;0
10/01/2022 17:18;3,813446;0,482854;0;0
10/01/2022 18:18;3,716283;0,283946;0;0
10/01/2022 19:18;3,893926;0,100744;0;0
10/01/2022 20:18;4,07059;0,354609;0;0
10/01/2022 21:18;4,169716;0,278717;0;0
10/01/2022 22:18;4,010719;0,391256;0;0
10/01/2022 23:18;4,065682;0,883296;0;0
11/01/2022 0:18;4,19229;-0,030121;0;0
11/01/2022 1:18;4,14518;0,247309;0;0
11/01/2022 2:18;4,121624;0,208054;0;0
11/01/2022 3:18;4,118681;0,079809;0;0
11/01/2022 4:18;4,077459;-0,051056;0;0
11/01/2022 5:18;4,02446;-0,242116;0;0
11/01/2022 6:18;4,028388;-0,027501;0;0
11/01/2022 7:18;4,021517;-0,113871;0;0
11/01/2022 8:18;3,940055;0,446218;0;0
11/01/2022 9:18;3,99011;0,268244;0;0
11/01/2022 10:18;4,147143;0,765518;0;0
11/01/2022 11:18;4,297306;-0,045822;0;0
11/01/2022 12:18;4,321842;-0,014414;0;0
11/01/2022 13:18;4,210938;-0,255203;0;0
11/01/2022 14:18;4,241364;-0,325862;0;0
11/01/2022 15:18;4,173641;0,124293;0;0
11/01/2022 16:18;4,122606;0,357229;0;0
11/01/2022 17:18;4,02446;-0,150513;0;0
11/01/2022 18:18;3,933184;0,519501;0;0
11/01/2022 19:18;3,752597;0,705317;0;0
11/01/2022 20:18;3,671136;0,409571;0;0
11/01/2022 21:18;3,664266;0,124298;0;0
11/01/2022 22:18;3,664266;-0,001333;0;0
11/01/2022 23:18;3,61225;0,590164;0;0
12/01/2022 0:18;3,572009;0,087657;0;0
12/01/2022 1:18;3,564158;-0,082464;0;0
12/01/2022 2:18;3,521955;0,33106;0;0
12/01/2022 3:18;3,486623;-0,229029;0;0
12/01/2022 4:18;3,458159;-0,286606;0;0
12/01/2022 5:18;3,435585;-0,092931;0;0
12/01/2022 6:18;3,406142;0,079803;0;0
12/01/2022 7:18;3,337441;0,760279;0;0
12/01/2022 8:18;3,464048;-0,158361;0;0
12/01/2022 9:18;3,569064;0,548284;0;0
12/01/2022 10:18;3,549436;0,580568;0;0
12/01/2022 11:18;3,811484;-0,796967;0;0
12/01/2022 12:18;3,68782;0,132151;0;0
12/01/2022 13:18;3,726097;-0,260437;0;0
12/01/2022 14:18;3,688802;0,18188;0;0
12/01/2022 15:18;3,580841;0,281331;0;0
12/01/2022 16:18;3,577897;0,085037;0;0
12/01/2022 17:18;3,43755;0,255157;0;0
12/01/2022 18:18;3,353144;0,05102;0;0
12/01/2022 19:18;3,238313;0,153086;0;0
12/01/2022 20:18;3,208869;0,043162;0;0
12/01/2022 21:18;3,151946;0,15832;0;0
12/01/2022 22:18;3,109741;0,901606;0;0
12/01/2022 23:18;3,114651;0,718399;0;0
13/01/2022 0:18;3,100909;0,354614;0;0
13/01/2022 1:18;3,122501;-0,134806;0;0
13/01/2022 2:18;3,102872;-0,44102;0;0
13/01/2022 3:18;3,045947;0,249924;0;0
13/01/2022 4:18;3,01258;0,857117;0;0
13/01/2022 5:18;2,978227;0,823095;0;0
13/01/2022 6:18;2,981172;0,495941;0;0
13/01/2022 7:18;3,008652;-0,278753;0;0
13/01/2022 8:18;3,07441;-0,548325;0;0
13/01/2022 9:18;3,223592;0,00914;0;0
13/01/2022 10:18;3,246165;0,58493;0;0
13/01/2022 11:18;3,220647;0,972275;0;0
13/01/2022 12:18;3,238313;-0,728912;0;0
13/01/2022 13:18;3,270701;0,153086;0;0
13/01/2022 14:18;3,18924;0,503794;0;0
13/01/2022 15:18;3,172555;0,299647;0;0
13/01/2022 16:18;3,294256;-0,142665;0;0
13/01/2022 17:18;3,197091;0,040548;0;0
13/01/2022 18:18;3,143112;-0,14266;0;0
13/01/2022 19:18;3,097964;-0,132192;0;0
13/01/2022 20:18;3,027302;-0,255198;0;0
13/01/2022 21:18;3,000801;-0,215942;0;0
13/01/2022 22:18;2,970376;0,783834;0;0
13/01/2022 23:18;2,982154;0,048396;0;0
14/01/2022 0:18;2,92621;0,087652;0;0
14/01/2022 1:18;2,918359;0,024841;0;0
14/01/2022 2:18;2,916395;0,085037;0;0
14/01/2022 3:18;2,915414;0,590164;0;0
14/01/2022 4:18;2,955654;0,448827;0;0
14/01/2022 5:18;2,945839;0,001287;0;0
14/01/2022 6:18;2,820213;0,263011;0;0
14/01/2022 7:18;2,805491;0,103358;0;0
14/01/2022 8:18;2,809418;0,242071;0;0
14/01/2022 9:18;2,853583;0,399104;0;0
14/01/2022 10:18;3,051835;-0,362508;0;0
14/01/2022 11:18;3,140168;0,679148;0;0
14/01/2022 12:18;3,151944;0,4593;0;0
14/01/2022 13:18;3,191204;0,302266;0;0
14/01/2022 14:18;3,267757;-0,16098;0;0
14/01/2022 15:18;3,149983;0,006526;0;0
14/01/2022 16:18;3,042022;0,401723;0;0
14/01/2022 17:18;3,008653;0,140004;0;0
14/01/2022 18:18;2,952709;-0,234258;0;0
14/01/2022 19:18;2,867322;-0,074615;0;0
14/01/2022 20:18;2,824139;-0,530004;0;0
14/01/2022 21:18;2,820213;-0,129573;0;0
14/01/2022 22:18;2,833953;-0,477661;0;0
14/01/2022 23:18;2,797641;0,328435;0;0
15/01/2022 0:18;2,762307;0,299647;0;0
15/01/2022 1:18;2,684771;0,765513;0;0
15/01/2022 2:18;2,748566;0,105977;0;0
15/01/2022 3:18;2,745622;-0,100784;0;0
15/01/2022 4:18;2,740714;-0,556183;0;0
15/01/2022 5:18;2,677902;0,171407;0;0
15/01/2022 6:18;2,620977;0,943481;0;0
15/01/2022 7:18;2,659255;-0,215942;0;0
15/01/2022 8:18;2,644531;-0,281372;0;0
15/01/2022 9:18;2,802548;0,359843;0;0
15/01/2022 10:18;2,915414;0,153081;0;0
15/01/2022 11:18;3,144094;0,469772;0;0
15/01/2022 12:18;3,13526;-0,752472;0;0
15/01/2022 13:18;3,265794;0,41743;0;0
15/01/2022 14:18;3,079316;0,540431;0;0
15/01/2022 15:18;2,987061;0,558757;0;0
15/01/2022 16:18;2,943877;0,307505;0;0
15/01/2022 17:18;2,832972;0,406957;0;0
15/01/2022 18:18;2,77114;0,692235;0;0
15/01/2022 19:18;2,759364;-0,124339;0;0
15/01/2022 20:18;2,735808;0,273478;0;0
15/01/2022 21:18;2,667105;0,239461;0;0
15/01/2022 22:18;2,654348;0,663442;0;0
15/01/2022 23:18;2,651402;0,553523;0;0
16/01/2022 0:18;2,661218;0,105972;0;0
16/01/2022 1:18;2,694585;-0,307541;0;0
16/01/2022 2:18;2,672995;0,145238;0;0
16/01/2022 3:18;2,661217;0,658213;0;0
16/01/2022 4:18;2,686736;0,438365;0;0
16/01/2022 5:18;2,630791;0,11645;0;0
16/01/2022 6:18;2,636679;0,001287;0;0
16/01/2022 7:18;2,593496;-0,09817;0;0
16/01/2022 8:18;2,601348;0,354614;0;0
16/01/2022 9:18;2,737771;0,399104;0;0
16/01/2022 10:18;2,81825;0,603246;0;0
16/01/2022 11:18;2,989023;0,652974;0;0
16/01/2022 12:18;3,056742;0,105977;0;0
16/01/2022 13:18;3,049873;0,383403;0;0
16/01/2022 14:18;3,043985;-0,564036;0;0
16/01/2022 15:18;2,922284;0,43836;0;0
16/01/2022 16:18;2,959581;0,145233;0;0
16/01/2022 17:18;2,935043;0,404338;0;0
16/01/2022 18:18;2,841806;0,07457;0;0
16/01/2022 19:18;2,785862;-0,189774;0;0
16/01/2022 20:18;2,747585;-0,134811;0;0
16/01/2022 21:18;2,768196;-0,318014;0;0
16/01/2022 22:18;2,734826;-0,121724;0;0
16/01/2022 23:18;2,76427;0,040548;0;0
17/01/2022 0:18;2,701457;0,516881;0;0
17/01/2022 1:18;2,761326;-0,391296;0;0
17/01/2022 2:18;2,747585;0,62942;0;0
17/01/2022 3:18;2,715197;0,529968;0;0
17/01/2022 4:18;2,742677;-0,514303;0;0
17/01/2022 5:18;2,708326;-0,003947;0;0
17/01/2022 6:18;3,058707;-0,20547;0;0
17/01/2022 7:18;2,983135;-0,255203;0;0
17/01/2022 8:18;2,962524;0,344142;0;0
17/01/2022 9:18;2,85162;0,613714;0;0
17/01/2022 10:18;2,747585;0,700083;0;0
17/01/2022 11:18;2,963506;-0,006566;0;0
17/01/2022 12:18;2,974302;-0,215942;0;0
17/01/2022 13:18;2,970375;-0,215937;0;0
17/01/2022 14:18;2,874193;-0,197622;0;0
17/01/2022 15:18;2,843768;-0,126958;0;0
17/01/2022 16:18;2,811381;0,105977;0;0
17/01/2022 17:18;2,788806;-0,106023;0;0
17/01/2022 18:18;2,691642;0,053635;0;0
17/01/2022 19:18;2,611164;0,346761;0;0
17/01/2022 20:18;2,556202;0,590159;0;0
17/01/2022 21:18;2,530683;-0,124344;0;0
17/01/2022 22:18;2,550312;-0,126953;0;0
17/01/2022 23:18;2,561109;-0,121724;0;0
18/01/2022 0:18;2,562089;0,231603;0;0
18/01/2022 1:18;2,493388;0,679148;0;0
18/01/2022 2:18;2,519887;-0,297073;0;0
18/01/2022 3:18;2,489463;0,07457;0;0
18/01/2022 4:18;2,47474;0,333674;0;0
18/01/2022 5:18;2,512035;-0,129573;0;0
18/01/2022 6:18;2,487499;-0,017029;0;0
18/01/2022 7:18;2,466888;0,139999;0;0
18/01/2022 8:18;2,53559;-0,448873;0;0
18/01/2022 9:18;2,627847;-0,176682;0;0
18/01/2022 10:18;2,827082;-0,208094;0;0
18/01/2022 11:18;2,974303;0,024836;0;0
18/01/2022 12:18;2,82414;-0,37559;0;0
18/01/2022 13:18;2,878119;0,13738;0;0
18/01/2022 14:18;2,855545;0,147853;0;0
18/01/2022 15:18;2,768196;0,838796;0;0
18/01/2022 16:18;0,019135;0,085037;0;0
18/01/2022 17:18;0,006376;0,375549;0;0
18/01/2022 18:18;0,00245;-0,22379;0;0
18/01/2022 19:18;0,010301;0,197581;0;0
18/01/2022 20:18;21,041943;220,59879;0;55,666668
18/01/2022 21:18;65,02495;225,64478;0;58,333332
18/01/2022 22:18;-0,001475;0,553523;0;0
18/01/2022 23:18;0,00245;-0,302307;0;0
19/01/2022 0:18;64,42234;222,2267;0;65,666664
19/01/2022 1:18;64,68537;217,70938;0;64,666664
19/01/2022 2:18;41,801716;211,10612;0;59,333332
19/01/2022 3:18;65,310555;220,06749;0;58,666668
19/01/2022 4:18;64,99649;216,33534;0;56,666668
19/01/2022 5:18;64,90717;224,68427;0;57,666668
19/01/2022 6:18;64,609795;218,64635;0;58
